"filename", "language", "JavaScript", "JSON", "comment", "blank", "total"
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].91d861227271d1e5bf9a.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].97ee05bcd9d95973c39d.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].98da0d81b7cc3e980bb9.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].9a361176b32882261299.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].a2ccf2f8d140d248ddf6.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].a339eff2f5f51937a169.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].a795d6f81822576a750b.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].b003e1cc77e86b5281c6.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].b2fbe4845ddd1ab8dba5.hot-update.js", "JavaScript", -72, 0, -56, -49, -177
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].b49052439488aa2b73e0.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].b6cdca29a67db4d82199.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].bc666fd2ade249bc51f0.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].bf019c7195967fcf6b80.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].c8ec046a7b2f9c192bf1.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].cb048c1c09180d3a9520.hot-update.js", "JavaScript", -12, 0, -14, -7, -33
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].cf8a7fb0c439f8353a9c.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].d65be4fe89bc1e209b8e.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].e0614abbe21b08d2ae6e.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].e9cea46dc12141122637.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].eea15485ffeb9aa64262.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].f6279e0119eb604c3983.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/order/[id].f81c0459b0e6f0d22be9.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/pages/upgrade.06c828e02ab572d6d629.hot-update.js", "JavaScript", -7, 0, -11, -4, -22
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.053251b41178ce54872c.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.064291dc757f1c059347.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.06c828e02ab572d6d629.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.111534e8c6a74bd1fdf6.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.120d4dfe1ece97a34cb2.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.1d5043ec43f09b1bcf65.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.1f426b92a5f6010155dd.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.215e704ea72b81b47bfd.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.242d8c58b7ba3d676fe9.hot-update.js", "JavaScript", 9, 0, 10, 0, 19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.2632bb850dcf7a2c8e00.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.2647fdff0e056eef9768.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.26d3106fa7fb6961a665.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.271dbe64eeec906a79be.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.28176be5ede7ea8aa0bf.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.29985851f1b26d03c484.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.2cf7ea67bb6989d894f4.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.30cd06ecff7ad73f5e91.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.31f8695f41adf75f0176.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.3838d4131a861b4c9f3e.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.38bcbaa06cd52fa1424a.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.3e227d74f563e9b73655.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.3fdf87e2de6f1c12c706.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.407ba0d35c4402e56fe1.hot-update.js", "JavaScript", -18, 0, -12, 0, -30
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.4150b9390bfcf0557b9b.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.41b5fea4e5f523a4d3ab.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.483f8dce1659a4892f81.hot-update.js", "JavaScript", 9, 0, 10, 0, 19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.4cb37d9cf549a15a99e9.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.510f1f194fab47f119bb.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.5ea9f2ce18d5366c7a50.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.5ed2727cf53dbee343c6.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.6e18445510e2979b0eaf.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.761012f6f1f5e19f5e45.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.7b2006ae05a076e0ee10.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.85c3e809bad5d9b28c46.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.88765c817ca7d716399f.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.8ba49309ce4ea767b47a.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.8e8181e26df859965e5c.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.91d861227271d1e5bf9a.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.97ee05bcd9d95973c39d.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.98da0d81b7cc3e980bb9.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.9a361176b32882261299.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.a2ccf2f8d140d248ddf6.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.a339eff2f5f51937a169.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.a795d6f81822576a750b.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.b003e1cc77e86b5281c6.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.b2fbe4845ddd1ab8dba5.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.b49052439488aa2b73e0.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.b6cdca29a67db4d82199.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.b9350e59a2334fe48301.hot-update.js", "JavaScript", 9, 0, 10, 0, 19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.bc666fd2ade249bc51f0.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.bf019c7195967fcf6b80.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.c8ec046a7b2f9c192bf1.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.cb048c1c09180d3a9520.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.cf8a7fb0c439f8353a9c.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.d010cafcc4304a2b1231.hot-update.js", "JavaScript", 9, 0, 10, 0, 19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.d65be4fe89bc1e209b8e.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.ddbc483239a19fc7c8c6.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.e0614abbe21b08d2ae6e.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.e28a3b3adc12026e91c4.hot-update.js", "JavaScript", 18, 0, 12, 0, 30
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.e9cea46dc12141122637.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.eea15485ffeb9aa64262.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.f6279e0119eb604c3983.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/.next/static/webpack/webpack.f81c0459b0e6f0d22be9.hot-update.js", "JavaScript", -9, 0, -10, 0, -19
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/components/CheckOut.js", "JavaScript", -3, 0, 0, 0, -3
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/components/Header.js", "JavaScript", 15, 0, 1, -1, 15
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/components/reminder/CreateReminderForm.js", "JavaScript", 0, 0, -5, -1, -6
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/components/user/User.js", "JavaScript", 7, 0, -1, 0, 6
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/components/user/userState.js", "JavaScript", 56, 0, 10, 9, 75
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/lib/membership-data.js", "JavaScript", 3, 0, 0, 0, 3
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/package-lock.json", "JSON", 0, 1, 0, 0, 1
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/package.json", "JSON", 0, 1, 0, 0, 1
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/pages/_app.js", "JavaScript", -1, 0, 1, 0, 0
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/pages/index.js", "JavaScript", 12, 0, 12, 4, 28
"/Users/AmitBoost/Desktop/Programming/reminderApp/frontend/pages/upgrade.js", "JavaScript", 10, 0, 4, 2, 16
"Total", "-", -6554, -51, -4505, -3663, -14773